id,day_number,message,message_en,is_active
bda07f09-37eb-4be3-a16a-4bf2694b38b8,156,"Bu ayda körpənin yuxusu yenidən pozula bilər, amma bu dəfə səbəb ayrılıq təşvişi (separation anxiety) ola bilər. O, sənin otaqdan çıxmağını məni tərk etdi kimi qəbul edir. Yatızdırarkən yanında biraz daha çox qal, ona toxun, amma qucağına alıb gəzdirməyə tələsmə (yoxsa vərdiş yaranar). Ona Ce-ee (gizlənqaç) oyunu oynamaqla, ananın gedib-qayıtdığını öyrət. Bu qorxu müvəqqətidir, güvən hissi isə daimidir.","Around this month, your baby's sleep might be disrupted again, but this time the reason could be 'separation anxiety'. They perceive your leaving the room as abandonment. When putting them to sleep, stay with them a little longer, touch them, but don't rush to pick them up and walk around (otherwise, a habit might form). Teach them that mom leaves and comes back by playing peek-a-boo. This fear is temporary, but the feeling of security you build is lasting.",true
4412d0c9-03dd-43c8-bb46-87b4fecadda2,11,"Artıq körpənin göbək ciyəsi quruyub düşmüş ola bilər və ya düşmək üzrədir; bu, tamamilə təbii bir prosesdir və göbək yerində az miqdarda qan ləkəsi görməkdən qorxma. Göbək düşdükdən sonra həmin nahiyəni quru və təmiz saxlamağa davam etmək vacibdir, çünki nəm mühit bakteriyaların çoxalması üçün əlverişlidir. Bəzən analar göbək formasının çölə çıxıq qalmasından narahat olurlar, lakin qarın əzələləri bərkidikcə o, çox vaxt öz yerini alır; buna görə də qədim üsullarla göbəyə qəpik bağlamaq və ya bərk sıxmaq kimi hərəkətlərdən çəkin. Əgər göbək ətrafında qızartı, pis qoxu və ya irin hiss etsən, dərhal həkiminə məlumat ver, əks halda sadəcə təbiətin işini görməsinə icazə ver.","Your baby's umbilical cord stump may have already dried and fallen off, or it might be about to; this is a completely natural process, and don't be alarmed if you see a small amount of blood spotting where the cord was. After the cord falls off, it's important to continue keeping the area dry and clean, as moist environments are conducive to bacterial growth. Sometimes, mothers worry about their baby's navel protruding, but as the abdominal muscles strengthen, it often resolves on its own; therefore, avoid old-fashioned practices like taping a coin to the belly button or binding it tightly. If you notice any redness, a foul odor, or pus around the navel, notify your doctor immediately. Otherwise, simply let nature take its course.",true
8aab5133-1153-4e9f-bfa1-1ddc76290148,12,"Bu günlərdə körpənin sanki heç doymurmuş kimi davamlı, bəzən hər saatbaşı əmmək istədiyini müşahidə edə bilərsən; buna tibdə sürətli inkişaf dövrü (growth spurt) deyilir. Analar tez-tez bu halı südüm azaldı, uşaq ac qaldı kimi yozub təşvişə düşür və süni qidaya keçməyə tələsirlər, amma əslində bu, körpənin artan ehtiyacını ödəmək üçün bədəninə daha çox süd istehsal et siqnalı vermək üsuludur. Səbrli ol, bu keçici bir haldır və adətən bir-iki gün davam edir; sadəcə körpənin istəyinə tabe ol və onu tez-tez sinənə sıx. Bu dövrdə bol su içmək və dincəlmək sənə güc verəcək, unutma ki, südün miqdarı körpənin tələbatına uyğun olaraq təbii şəkildə artacaq.","Around these days, you might notice your baby seems to be constantly hungry, sometimes wanting to nurse every hour, as if they're never full; this is medically known as a 'growth spurt'. Mothers often interpret this as 'my milk supply is low, and my baby is starving,' leading to panic and a rush to introduce formula. However, this is actually your baby's way of signaling your body to produce more milk to meet their increased needs. Be patient; this is a temporary phase that usually lasts one or two days. Simply follow your baby's cues and nurse them frequently. Drinking plenty of water and resting will give you strength during this period. Remember that your milk supply will naturally increase to match your baby's demand.",true
bcbaede0-1b13-4f10-af2e-89c520ee8eac,13,"Axşam saatlarında körpənin səbəbsiz yerə ağlaması, ayaqlarını qarnına yığması və qızarması qaz sancılarının (kolik) başladığını göstərə bilər; bu, onun həzm sisteminin hələ tam formalaşmadığını göstərir. Təşvişə düşmə, bu ağrılar körpənin sağlamlığında problem olduğunu göstərmir, sadəcə ona bir az kömək lazımdır; qarnını saat əqrəbi istiqamətində yavaşca masaj etmək və ya velosiped hərəkətləri etdirmək rahatlamasına kömək edəcək. Körpəni qarnı üstə qolunun üzərinə uzadıb gəzdirmək (pələng tutuşu) də sancıları yüngülləşdirə bilər. Səbrli ol, bu, bitməyən gecələr kimi görünə bilər, amma 3-4 aydan sonra bu sancılar tamamilə yoxa çıxacaq.","In the evenings, your baby's unexplained crying, drawing their legs up to their tummy, and turning red might indicate the onset of gas pains (colic); this shows that their digestive system is not yet fully developed. Don't panic; these pains don't signify a problem with your baby's health; they just need a little help. Gently massaging their tummy in a clockwise direction or performing bicycle leg movements can help them find relief. Carrying your baby tummy-down across your arm (often called the 'colic hold' or 'tiger in the tree' hold) can also alleviate the discomfort. Be patient; it might feel like these nights will never end, but these colicky pains will usually disappear completely after 3-4 months.",true
6f0bc18f-ecc7-4ad9-915b-db7cdf9694f7,14,"Təbriklər, körpən artıq tam 2 həftəlikdir! Bu dövrdə həkimlər adətən körpələrə D vitamini damcısı təyin edirlər, çünki ana südü mükəmməl olsa da, D vitamini miqdarı adətən kifayət etmir və günəş şüası da hər zaman yetərli olmaya bilər. Sümüklərin düzgün inkişafı və raxitin qarşısını almaq üçün həkiminin təyin etdiyi dozada vitamin verməyi unutma. Həmçinin, bu, ilk həkim müayinəsi üçün yaxşı vaxtdır; körpənin çəki artımını yoxlamaq və inkişafı barədə suallarını vermək üçün pediatrla görüş planlaşdıra bilərsən. Sən əla işləyirsən, ilk çətin mərhələni geridə qoymusan!","Congratulations, your baby is now a full two weeks old! Around this time, doctors usually prescribe Vitamin D drops for babies because, while breast milk is perfect, the amount of Vitamin D is typically insufficient, and sun exposure might not always be enough. To ensure proper bone development and prevent rickets, don't forget to give the vitamin in the dose prescribed by your doctor. This is also a good time for the first well-baby check-up; you can schedule an appointment with the pediatrician to check your baby's weight gain and ask any questions about their development. You're doing a wonderful job; you've successfully passed the first challenging stage!",true
924b5e58-de0f-4e99-ae9e-3a1b97775596,15,"Bu gün bir az diqqəti yenidən öz bədəninə yönəldək; doğumdan sonrakı axıntılar (loxiya) rəngini dəyişərək daha açıq rəngə, sarımtıl və ya ağa dönməyə başlamalıdır. Əgər qəfildən qanaxma artarsa və ya pis qoxu gələrsə, bu, bədənin sənə çox yorulursan və ya infeksiya var mesajı ola bilər; buna görə də ağır əşyalar qaldırmaqdan qətiyyən çəkin. Öz gigiyenana xüsusi diqqət yetir, tez-tez duş qəbul etmək həm fiziki təmizlik, həm də ruh yüksəkliyi üçün vacibdir. Unutma ki, sənin tam sağalmağın hələ bir neçə həftə çəkəcək, ona görə də özünü hələ tam gümrah hiss etməsən belə, bədəninə zaman və şəfqət göstər.","Today, let's turn a little attention back to your own body. Your postpartum bleeding (lochia) should begin to change color, becoming lighter, yellowish, or white. If you suddenly experience an increase in bleeding or a foul odor, this could be your body telling you that you're either overtired or there's an infection. Therefore, absolutely avoid lifting heavy objects. Pay special attention to your hygiene; frequent showers are important for both physical cleanliness and boosting your spirits. Remember that your full recovery will still take several weeks, so even if you don't feel completely energetic yet, give your body time and grace.",true
00815f0c-e81b-4156-a3e1-eda10e9b02f3,16,"Təhlükəsiz yuxu qaydaları körpənin həyatı üçün həyati əhəmiyyət daşıyır; körpəni hər zaman arxası üstə, sərt bir döşəkdə yatızdırmalısan. Nənələrin məsləhət bildiyi yumşaq yastıqlar, qalın yorğanlar və ya yatağın içindəki oyuncaqlar körpə üçün boğulma riski yarada bilər, buna görə beşiyi mümkün qədər sadə və boş saxla. Başı düz olsun deyə istifadə edilən xüsusi ortopedik yastıqlara çox vaxt ehtiyac yoxdur, çünki körpə başını sərbəst hərəkət etdirə bilməlidir. Otağın temperaturunu nəzarətdə saxla (20-22 dərəcə idealdır), körpəni həddindən artıq qalın geyindirməkdən qaçın, çünki həddindən artıq istilənmə də yuxu üçün risklidir.","Safe sleep guidelines are vital for your baby's life; you should always put your baby to sleep on their back on a firm mattress. Soft pillows, thick blankets, or toys in the crib, often recommended by grandmothers, can pose a suffocation risk to your baby. So, keep the crib as simple and bare as possible. Special orthopedic pillows used to prevent a flat head are often unnecessary, as your baby needs to be able to move their head freely. Monitor the room temperature (20-22 degrees Celsius is ideal), and avoid dressing your baby in too many layers, as overheating is also a risk factor for sleep-related issues.",true
442f3095-2fe9-4071-b81b-22bb923583fd,17,"Körpəni oyaq vaxtı qarnı üstə qoymağın (tummy time) vacibliyini yəqin ki, eşitmisən, amma körpən bundan heç xoşlanmaya və dərhal ağlaya bilər. Bu normaldır, lakin təslim olma; gündə bir neçə dəfə, hər dəfə cəmi 1-2 dəqiqəlik cəhdlər onun boyun, çiyin və qol əzələlərini gücləndirmək üçün əvəzsizdir. Bu həmçinin başın arxasının yastılaşmasının (plagiocefaliya) qarşısını almaq üçün ən təbii üsuldur. Əyləncəli etmək üçün qarşısına güzgü və ya ağ-qara kartlar qoya bilərsən, hətta özün də onunla bərabər yerə uzanıb göz təması qura bilərsən.","You've probably heard about the importance of <a href=https://www.anacan.com/tummy-time>tummy time</a> when your baby is awake, but your little one might not enjoy it at all and start crying immediately. This is normal, but don't give up! Even short attempts of just 1-2 minutes, several times a day, are invaluable for strengthening their neck, shoulder, and arm muscles. This is also the most natural way to prevent a flattened head (plagiocephaly). To make it fun, you can place a mirror or high-contrast black-and-white cards in front of them, or even lie down on the floor with them to make eye contact.",true
0f0e26dc-de3c-4b42-ba38-4351bd00e821,18,"Qırxı çıxmamış uşaq çölə çıxmaz deyimi sadəcə köhnəlmiş bir mifdir; əgər hava şəraiti imkan verirsə və körpə sağlamdırsa, təmiz hava hər ikinizə dərman kimi gələcək. Evdəki qapalı hava, toz və bakteriyalar çöldəki təmiz havadan daha zərərli ola bilər; sadəcə insanların sıx olduğu ticarət mərkəzlərindən və qapalı məkanlardan uzaq dur. Körpəni geyindirərkən öz geyindiyindən sadəcə bir qat artıq geyindirmək kifayətdir, onu kələm kimi bürümək tərləməsinə və xəstələnməsinə səbəb ola bilər. Qısa bir gəzinti sənin əhvalını qaldıracaq, körpənin isə daha dərin yatmasına kömək edəcək.","The saying 'a baby shouldn't go outside before 40 days' is simply an outdated myth. If the weather permits and your baby is healthy, fresh air will be like medicine for both of you. Stuffy indoor air, dust, and bacteria can be more harmful than the clean air outside. Just be sure to avoid crowded shopping centers and enclosed spaces. When dressing your baby, it's enough to put on just one more layer than you are wearing; bundling them up like a cabbage can cause them to sweat and get sick. A short walk will boost your mood and help your baby sleep more deeply.",true
3eb8e784-2dc2-4db5-bcf8-7391a821ce01,19,"Körpənin dırnaqları kağız kimi nazik, lakin ülgüc kimi iti ola bilər və o, qeyri-ixtiyari hərəkətlərlə üzünü cızaraq özünə zərər verə bilər. Dırnaq kəsmək çox stresli görünə bilər, bunun ən asan yolu körpə dərin yuxuda olarkən xüsusi uşaq qayçısı ilə ehtiyatla kəsməkdir. Bəzi analar əlcək (əlçək) istifadə etməyi üstün tutur, lakin körpə dünyanı əlləri ilə hiss edərək öyrənir və əllərinin bağlı qalması onun inkişafını ləngidə, sakitləşmə mexanizmini poza bilər. Qorxma, əgər təsadüfən kiçik bir kəsik olsa belə, təmiz pambıqla sıxmaq kifayətdir, tez sağalacaq; cəsarətli ol!",,true
e0cd0853-270f-4ca4-a662-76294120406b,20,"Doğumdan sonrakı bu dövrdə özünü bəzən dünyadan təcrid olunmuş, yalnız süd verən və bez dəyişən bir robot kimi hiss etməyin mümkündür. Amma unutma ki, sən təkcə bir ana deyilsən, sən həm də dostsan, həyat yoldaşısan və maraqları olan bir fərdsən. Bu gün körpə yatanda bir rəfiqənə zəng et, sosial mediada maraqlı bir şey oxu və ya sadəcə pəncərədən baxıb mən buradayam və hər şey yolundadır de. Ruh sağlamlığın ən az fiziki sağlamlığın qədər önəmlidir; özünü qapalı hiss edirsənsə, bu hissləri yaxınlarınla bölüş, danışmaq yükünü yüngülləşdirəcək.","During this postpartum period, it's possible to sometimes feel isolated from the world, like a robot whose sole purpose is feeding and changing diapers. But remember, you are more than just a mom; you are also a friend, a partner, and an individual with your own interests. Today, when your baby is sleeping, call a friend, read something interesting on social media, or simply look out the window and tell yourself, 'I'm here, and everything is okay.' Your mental well-being is just as important as your physical health. If you feel closed off, share these feelings with your loved ones; talking can significantly lighten the load.",true
2fdd98da-1e6c-412b-96b1-b850d42327b4,21,"Körpənin bu günlərdə sanki südə heç doymurmuş kimi davranması, daim döş istəməsi və yuxusunun pozulması səni qorxutmasın; bu, çox güman ki, 3-cü həftə böyümə sıçrayışıdır (growth spurt). Bu dövrdə körpənin orqanizmi sürətlə böyüyür və buna görə daha çox enerjiyə ehtiyac duyur, sənin bədənin isə bu tələbə uyğunlaşmaq üçün daha çox süd istehsal etməyə çalışır. Anaların ən böyük səhvi bu mərhələdə südüm kəsildi deyərək süni qidaya keçmələridir; əksinə, bu müvəqqəti böhrandır və yeganə həll yolu körpəni istədiyi qədər, saatlara baxmadan əmizdirməkdir. Səbrli ol, bu gərginlik adətən 24-48 saat ərzində keçir və südün miqdarı yenidən tənzimlənir.","Don't be alarmed if your baby seems insatiably hungry these days, constantly wants to nurse, and their sleep is disrupted; this is most likely a 3-week <a href=https://www.anacan.com/growth-spurts>growth spurt</a>. During this period, your baby's body is growing rapidly and therefore needs more energy, and your body is working to produce more milk to meet this demand. The biggest mistake mothers make at this stage is switching to formula, thinking their milk supply has dried up. On the contrary, this is a temporary phase, and the only solution is to nurse your baby on demand, without watching the clock. Be patient; this intense period usually passes within 24-48 hours, and your milk supply will regulate again.",true
c3f99f3b-1467-413f-94c0-72c3e11f5099,22,"Körpənin o hamar, ipək kimi üzündə qəfildən kiçik qırmızı səpkilər və ya sızanaqlar görə bilərsən; dərhal mən nə yedim ki, uşaq belə oldu? deyə özünü günahlandırmağa başlama. Bu, yeni doğulmuşların aknesi adlanır və sənin hamiləlik zamanı körpəyə ötürdüyün hormonların onun bədənindən təmizlənmə prosesidir. Bu səpkilər allergiya deyil, buna görə də onları sıxmaq, spirtləmək və ya müxtəlif kremlər sürtmək qəti qadağandır, bu yalnız dərini zədələyə bilər. Üzünü hər gün sadəcə ilıq qaynanmış su ilə silmək kifayətdir, səpkilər bir neçə həftə ərzində öz-özünə yoxa çıxacaq.","You might suddenly see tiny red bumps or pimples on your baby's smooth, silky face. Don't immediately blame yourself, wondering, 'What did I eat for my baby to look like this?' This is called <a href=https://www.anacan.com/baby-acne>newborn acne</a> and is part of the process of your baby's body clearing out the hormones you passed to them during pregnancy. These bumps are not an allergy, so it's strictly forbidden to squeeze them, rub alcohol on them, or apply various creams, as this can only damage the skin. Simply wiping their face daily with lukewarm boiled water is sufficient; the rash will disappear on its own within a few weeks.",true
401736ab-8891-41f0-a7a6-17ce6782e7e4,23,"Axşam saatlarında başlayan və saatlarla davam edən o məşhur ağlama krizləri (kolik) bu dövrdə pik həddə çata bilər; bu zaman körpəni sakitləşdirmək üçün ağ səsdən (white noise) istifadə etməyi yoxla. Ana bətnində körpə daim qan dövranının və orqanların səsini eşidirdi, buna görə də fen, tozsoran səsi və ya telefondan qoşulan ağ səs tətbiqləri ona tanış gəlir və təhlükəsizlik hissi verir. Körpəni bərk qucaqlayıb, ritmik şəkildə yırğalayaraq bu səsləri dinlətmək onun sinir sistemini sakitləşdirə bilər. Unutma ki, bu ağlamalar sənin günahın deyil, sadəcə körpənin hələ tam inkişaf etməmiş həzm sisteminin verdiyi reaksiyadır.","Those infamous crying spells (colic) that start in the evenings and last for hours can peak during this period. Try using <a href=https://www.anacan.com/white-noise>white noise</a> to soothe your baby. In the womb, your baby constantly heard the sounds of blood circulation and organs, which is why the sound of a hairdryer, vacuum cleaner, or white noise apps on your phone feel familiar and provide a sense of security. Holding your baby snugly and rocking them rhythmically while playing these sounds can calm their nervous system. Remember, these cries are not your fault; they are simply a reaction from your baby's still-developing digestive system.",true
