id,day_number,title,body,emoji,send_time,is_active,created_at,updated_at,title_en,body_en
01916001-64ad-41ab-8fea-1c1101a3ae1c,1324,Sakitlik ehtiyacı 🤫,"O nəhayət yuxuya getdi! Evə çökən sükuta inana bilmirsiniz. Səs ölçən alətini aktiv edin və ekrandakı o 0-10 desibel rəqəminə baxaraq beyninizin yavaş-yavaş dincəldiyini, bu vizual səssizliyin sizə necə masaj etdiyini hiss edin.",,19:30:00,true,2026-04-10 19:37:56.489096+00,2026-04-10 19:37:56.489096+00,A Need for Quiet 🤫,"They're finally asleep! You can't quite believe the silence that has descended upon the house. Activate your sound meter and watch that serene 0-10 decibel reading. Feel your mind slowly unwind, as if this visual representation of quiet is a gentle massage for your soul."
01a8a883-66ea-4e90-9796-1cd4c7aa4386,1122,Ana üçün Offline saat ☕,"Uşaq öz dünyasına dalıb oynayarkən dərhal evi yığışdırmağa qaçmayın. Özünüzə isti bir çay süzün, telefonu kənara qoyun və 15 dəqiqə heç nə düşünmədən, sadəcə oturun.",,15:30:00,true,2026-04-10 19:37:56.216393+00,2026-04-10 19:37:56.216393+00,Mom's Offline Hour,"When your child is engrossed in their own world playing, don't immediately rush to clean the house. Pour yourself a hot tea, put your phone aside, and just sit for 15 minutes, clearing your mind."
01ae2fd5-6c02-4d2d-8691-089f2f85a502,160,Təməl oturma cəhdləri 🪑,"Onu dəstəklə oturtduğunuzda başını və kürəyini daha dik tutur? Bu, əzələlərin möhkəmləndiyini göstərir. Qısa müddətli dəstəkli oturma məşqlərinə başlayın.",,12:00:00,true,2026-04-10 19:37:54.992129+00,2026-05-20 07:38:13.813996+00,First Sitting Attempts 🪑,Are they holding their head and back straighter when supported in a sitting position? This shows their muscles are strengthening! Start short sessions of supported sitting practice.
01da84b5-ee27-4d08-b8e5-12f1d6a1b6e2,200,Geri dönüb baxın 📈,İlk günlərdəki qorxularınızı xatırlayın. İndi isə əlavə qida verən peşəkar anaya çevrildiyinizə baxın. Özünüzlə fəxr edin!,,14:30:00,true,2026-04-10 19:37:54.992129+00,2026-04-10 19:37:54.992129+00,Review Your Journey 📈,"Remember your worries in the early days? Now look at you, a pro at introducing solids! Be proud of yourself!"
01e01b8e-03c9-4797-b794-5c6f68c813f6,939,Atanın hekayəsi 📖,"Bu axşam səs tellərinizi dincəldin. Qoyun uşağın ən sevdiyi kitabları fərqli səs tonları ilə, komik şəkildə oxumaq vəzifəsini ata yerinə yetirsin.",,19:30:00,true,2026-04-10 19:37:56.216393+00,2026-04-10 19:37:56.216393+00,Dad's Storytime 📖,"Give your vocal cords a break tonight! Let Dad take over bedtime stories, reading your child's favorite books with funny voices and different tones."
01e5d997-771c-4149-81ec-cf5e1b89ede9,932,Enerji atmaq şərtdir 🌳,"Dörd divar onu aqressivləşdirir. Onu arabasına qoyun və ya əlindən tutun, təmiz havaya çıxın. Təbiətin hüzuru həm körpəyə, həm də sizin psixologiyanıza əla təsir edəcək.",,15:30:00,true,2026-04-10 19:37:56.216393+00,2026-04-10 19:37:56.216393+00,Time to Burn Off Energy! 🌳,Are the four walls making your child restless or agitated? Put them in their stroller or hold their hand and head outside for some fresh air. The peace of nature will have a wonderful effect on both your child's mood and your own well-being.
01e96341-0baa-4735-9565-edc8b43ed916,1234,Atanın belində atçılıq 🐴,"Enerjisini tam ata bilməyib və yatağa dirənir. Atanı köməyə çağırın. O, uşağı belinə alıb at çapanda, qəhqəhələr otağı bürüyür və yığılan bütün fiziki stress, o bitməz enerji saniyələr içində tər tökərək yox olur.",,19:30:00,true,2026-04-10 19:37:56.489096+00,2026-04-10 19:37:56.489096+00,Horsey Rides with Dad 🐴,"They still have too much energy and are resisting bedtime. Call for dad! When he puts them on his back for a 'horsey ride,' laughter will fill the room, and all that built-up physical stress and endless energy will melt away in a matter of seconds, leaving them ready for sleep."
01eb4758-ff80-4ee6-b2d8-884207fd7862,1303,Səssiz kitab oxuma seansı 📖,"Bu axşam heç kim danışmır. Ağıllı nağılları açın, mətni səsli oxumaq əvəzinə, cihazdan gələn həzin təbiət səslərinin müşayiəti ilə şəkillərə səssizcə baxın. Vizual yaddaş onu yorub avtomatik yuxuya aparacaq.",,19:30:00,true,2026-04-10 19:37:56.489096+00,2026-04-10 19:37:56.489096+00,Quiet Reading Session 📖,"Tonight, let's have no talking. Open 'Smart Stories,' and instead of reading the text aloud, just quietly look at the pictures, accompanied by the gentle nature sounds from the device. This visual engagement will tire them out and automatically guide them into sleep."
01fb525b-af8a-41d4-8fd1-724d4fd01667,1364,Musiqili hipnoz effekti 🎶,"Axşamüstü qopan səbəbsiz fırtınaları yüngül klassik musiqi ilə kəsməyi yoxla. Televizoru bağla. Çox vaxt bu sadə hiylə, o dərin tezlik səs-küyü batırır və otağa necəsə möcüzəvi bir sükunət gətirir.",,19:30:00,true,2026-04-10 19:37:56.489096+00,2026-04-10 19:37:56.489096+00,The Hypnotic Effect of Music 🎶,"Try to cut through those unexplained evening tantrums with some light classical music. Turn off the TV. Often, this simple trick drowns out any deep-seated fussiness and magically brings a miraculous calm to the room."
020f5f2c-bba3-4441-b9a0-518ce0263ac5,1445,"Zibil yox, sənət əsəridir 🎨",Otağın ortasında quru makaron və kağız qırıntılarından böyük bir sənət əsəri yaradıb? Təmizlik vasvasılığını kənara qoy. Bu İnkişaf izləyicisinə düşəcək qədər gözəl bir kaba motorika işidir. Ev muzey deyil.,,15:30:00,true,2026-04-10 19:37:56.216393+00,2026-04-10 19:37:56.216393+00,"Not Trash, It's Art! 🎨","Did they create a magnificent work of art in the middle of the room using dry pasta and paper scraps? Put your cleanliness obsession aside for a moment. This is a wonderful display of gross motor skill development, perfect for the Development Tracker. Remember, your home is not a museum."
022a6d7a-76fe-47e7-aae6-a35dad3d3555,85,Zamanı ölçün ⏱️,Düzənsiz qidalanma sizi yorur? Döşdə və ya şüşədə nə qədər vaxt keçirdiyini Qidalanmaya nəzarət taymeri ilə ölçərək onun yeni yaranan rutininə bələd olun.,,14:30:00,true,2026-04-10 19:37:54.992129+00,2026-04-10 19:37:54.992129+00,Time to Track ⏱️,Is irregular feeding tiring you out? Get familiar with your baby's developing routine by measuring how long they spend at the breast or bottle with the Feeding Tracker timer.
0240c7db-30e2-4d5b-86a4-0b27f230557c,7,Atanın qolları 🫂,"İlk həftənin yorğunluğu sümüklərinə işləyib. Bu axşam uşağı ata sinəsində yatırtsın, Ağ Səsləri qoşsun. Sən isə isti bir duş alıb, qapının arxasında sadəcə 15 dəqiqə suyun altında hər şeyi unut. Sən bunu bacarırsan.",,19:30:00,true,2026-04-10 19:37:55.407264+00,2026-04-10 19:37:55.407264+00,Dad's Arms 🫂,"The exhaustion of the first week has settled deep within you. Tonight, let Dad soothe the baby to sleep on his chest and turn on the White Noise. You, in turn, take a warm shower and just forget everything for 15 minutes behind that closed bathroom door. You've got this."
02654c5d-e5dc-4168-b20f-e995771e2a24,132,Həmrəylik gücü 💬,Bu axşam Anacan Cəmiyyətinə girin və sizinlə eyni ayda olan analarla inkişaf prosesini paylaşaraq müzakirə edin.,,19:30:00,true,2026-04-10 19:37:55.407264+00,2026-04-10 19:37:55.407264+00,The Power of Support 💬,"This evening, join the Anacan Community and connect with other moms who are in the same month as you to share and discuss your little one's development."
026d603e-c612-41a2-9525-f4d00f730669,252,Təkbaşına duş lüksü 🛀,Bütün gün arxasınca qaçmaq qollarınızı taqətdən salıb. Yoldaşınıza növbəni təhvil verin və özünüzə 15 dəqiqəlik fasiləsiz su terapiyası hədiyyə edin.,,19:30:00,true,2026-04-10 19:37:55.407264+00,2026-04-10 19:37:55.407264+00,A Moment of Shower Luxury 🛀,Running after them all day has worn you out. Hand over the reins to your partner and treat yourself to 15 minutes of uninterrupted relaxation in the bath or shower.
026f00f3-6e56-4ac5-a91b-bd5bd82cd187,1120,Sakitlik saatı təcrübəsi 🥱,Günorta yuxusuna getmək istəmir və ağlayır? Məcbur etməyin. Otaqda işıqları azaldıb Səssiz kitab vərəqləmə saatı elan edərək yeni və ikinizi də rahatladacaq bir rutin yaradın.,,15:30:00,true,2026-04-10 19:37:56.216393+00,2026-04-10 19:37:56.216393+00,Quiet Time Practice,Doesn't want to nap and is crying? Don't force it. Dim the lights in the room and introduce a new routine by declaring 'quiet book time' that will soothe both of you.
026f55a4-9f0c-4ac0-9b08-0a6b14b79c2b,1368,Qapını mən açacam! 🚪,"Evdən çıxanda qapını sən açdın deyə ağlayaraq geri bağlatdırdı və özü açdı? Nəzarət hissi bu yaşda ən böyük psixoloji ehtiyacdır. Qoy sənə 1 dəqiqə itirsin, amma küçədə yaşanacaq 30 dəqiqəlik krizin qarşısını al.",,15:00:00,true,2026-04-10 19:37:55.810273+00,2026-05-20 07:36:26.618814+00,I'll open the door! 🚪,"Did your child cry when you opened the door to leave the house, making you close it again so they could open it themselves? The need for control is a major psychological need at this age. Let them 'waste' a minute of your time; it will prevent a 30-minute meltdown outside."
028a5b0d-04de-43dc-984d-eaf6e3427904,370,İlk ayaqqabı seçimi 👟,"Gəzməyə hazırlaşır, bəs evdə ayaqqabı geyinməlidir? Anacan AI-dan ilk addım ayaqqabıları və ayaqyalın gəzməyin faydaları barədə soruşun.",,12:00:00,true,2026-04-10 19:37:54.992129+00,2026-05-20 07:38:13.813996+00,Choosing Baby's First Shoes 👟,"As they prepare to walk, you might wonder if they should wear shoes at home. Ask Anacan AI about first-walker shoes and the benefits of walking barefoot."
028ed2b5-737d-4edf-81c1-5a9151e5fbf0,1085,Marketdəki şokolad sürprizi 🛒,"Marketə getməmişdən əvvəl Alış-veriş siyahısını açdınız və arxadan gəlib telefonun ekranına basaraq ora nələrsə qaraladığını gördünüz. Bəli, o sizin rəqəmsal həyatınızı da kopyalayır!",,15:30:00,true,2026-04-10 19:37:56.216393+00,2026-04-10 19:37:56.216393+00,A Supermarket Chocolate Surprise 🛒,"You opened your Shopping List before heading to the market, and then they came from behind, tapped on your phone screen, and scribbled something there. Yes, they're copying your digital life too!"
02902252-366d-405a-a62b-9c6f129b4a84,655,Zəka necə inkişaf edir? 🧠,"Bloqlar bölməsində 21.5 aylıq uşaqların rəng və forma qavrayışını artıran, beyni stimullaşdıran ev oyunları haqqında məqaləni mütləq oxuyun.",,12:00:00,true,2026-04-10 19:37:54.992129+00,2026-05-20 07:38:13.813996+00,How Intelligence Grows 🧠,Be sure to read the article in the Blogs section about home games that enhance color and shape perception and stimulate the brain for 21.5-month-old children.
02944013-1945-43f5-a622-bb7657b42970,905,Tərəvəzləri gizlədin 🥦,"Göyərtiləri və ya brokkolini boşqabdan atır? Körpə reseptlərində rəngarəng, tərəvəzli ev keksini kəşf edin və Qidalanmaya nəzarət alətindəki vitamin normanızı rahatca vurun.",,15:30:00,true,2026-04-10 19:37:56.216393+00,2026-04-10 19:37:56.216393+00,Hidden Veggies 🥦,"Is your little one tossing greens or broccoli off their plate? Discover colorful, veggie-packed homemade muffins in our baby recipes, and easily meet their vitamin requirements with the nutrition tracker."
02c28ca2-9054-4fe0-ba4f-902da3aebfad,1374,"Qülləni tikib, sonra dağıtmaq 🧱","Böyük zəhmətlə kubiklərdən qüllə tikir, sonra isə qəhqəhə çəkib təkzəblə dağıdır? Sən əziyyətinə heyfslənsən də, o fizikanı, səbəb-nəticəni öyrənir. Bu dağıntılar onun beynindəki yeni əlaqələrdir, əsəbləşmə.",,15:00:00,true,2026-04-10 19:37:55.810273+00,2026-05-20 07:36:26.618814+00,"Build the tower, then knock it down 🧱","Did they painstakingly build a tower of blocks, only to gleefully knock it down? While you might feel for the effort, they're actually learning physics and cause-and-effect. These 'destructions' are new connections forming in their brain, so don't get upset."
02c49204-da15-4fa6-aab8-953dbda0aa33,1259,Ağıllı nağılda mən 🪄,"Klassik kitabları oxumaqdan səs telləriniz yorulub. Ağıllı nağılları açın. Baş qəhrəmanı uşağınız, arxa fonu isə sakitləşdirici meşə səsləri olaraq dizayn edib qeyri-adi, heç bir səy tələb etməyən hipnotik bir yuxu seansı yaradın.",,19:30:00,true,2026-04-10 19:37:56.489096+00,2026-04-10 19:37:56.489096+00,Me in a Smart Story 🪄,"Your vocal cords are tired from reading classic books. Open Smart Tales. Design your child as the main character with calming forest sounds as the background, creating an extraordinary, effortless, and hypnotic sleep session."
02d67440-3e37-4d1c-99f8-cbfa7aadda52,428,Sağlam qəlyanaltı vaxtı. 🍎,Enerjisi bitməyən uşaqlar üçün meyvə dilimləri və ya tərəvəz çubuqları əla seçimdir. Qoyun özü tutub yesin.,,14:30:00,true,2026-04-10 19:37:55.407264+00,2026-04-10 19:37:55.407264+00,Healthy Snack Time! 🍎,"For children with endless energy, fruit slices or vegetable sticks make excellent snacks. Let them practice self-feeding by holding and eating themselves!"
02d8aef9-6d63-4748-9f41-c063ee842eb2,557,Siz bacarırsınız! 💖,Yorulduğunuzu hiss etdikdə Əhval Gündəliyini açın. Oraya sadəcə Mən hər şeyin öhdəsindən gəlirəm yazın və dincəlin.,,19:30:00,true,2026-04-10 19:37:55.810273+00,2026-04-10 19:37:55.810273+00,You've Got This! 💖,Feeling exhausted? Open your Mood Diary. Simply write I've got this and allow yourself to relax.
02f4d85d-ea15-4227-a58f-b7dba39b78d0,739,Qəfil oyanmalar 🌌,Gecə yarısı ağlayaraq oyanır və sakitləşmir? Gecə teroru və kabus arasındakı fərqi anlamaq və düzgün müdaxilə etmək üçün Anacan AI ekspertinə yazın.,,19:30:00,true,2026-04-10 19:37:55.810273+00,2026-04-10 19:37:55.810273+00,Sudden Night Wakings 🌌,"Waking up crying in the middle of the night and can't be soothed? To understand the difference between a night terror and a nightmare and how to intervene correctly, message Anacan AI expert."
02ff52cb-13af-47d3-83d9-4e3e21f04d45,1390,Mən stulam 🪑,"Özünü əşya kimi təqdim edir, hərəkətsiz durur? Üstünə yalandan bir oyuncaq qoy və Nə gözəl stuldur de. O bu qəribə rolu çox sevəcək və sakit qalacaq.",,15:00:00,true,2026-04-10 19:37:55.810273+00,2026-05-20 07:36:26.618814+00,I am a chair! 🪑,"Are they pretending to be an object, standing perfectly still? Playfully place a toy on them and say, 'What a lovely chair!' They'll adore this quirky role and stay quiet."
0300b128-8698-433f-8d28-7ef165f88a96,1188,Bölüşülməz səhər yeməyi 🍳,"Öz boşqabındakını qətiyyən sizə vermir, amma gəlib israrla sizin boşqabınızdakı yumurtadan yemək istəyir. Uşaqlar valideynlərinin seçiminə həmişə daha çox güvənir. Mübarizə aparmayın, loqmanızı sevgi ilə bu kiçik eqoistə ötürün.",,15:00:00,true,2026-04-10 19:37:55.810273+00,2026-05-20 07:36:26.618814+00,,"They won't give you a single bite from their plate, but will insist on eating the egg from yours. Children always trust their parents' choices more. Don't fight it; lovingly share your meal with this little sweetheart."
